Value
"0.18,2.48,0.76"
"0.18,2.48,0.77"
"0.18,2.48,0.76"
"0.18,2.48,0.76"
"0.18,2.49,0.76"
"0.18,2.48,0.77"
"0.18,2.48,0.77"
"0.19,2.48,0.77"
"0.19,2.48,0.76"
"0.18,2.48,0.77"
"0.18,2.48,0.77"
"0.19,2.48,0.76"
"0.19,2.49,0.77"
"0.18,2.48,0.77"
"0.19,2.48,0.76"
"0.19,2.49,0.76"
"0.19,2.48,0.76"
"0.19,2.49,0.77"
"0.19,2.49,0.77"
"0.19,2.48,0.77"
