Time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
34.179,1405223.0,1443676.0,-143926.0,128884.0,-17558.0,681038.0,646939.0,-8388608.0
34.181,1269471.0,1272921.0,86469.0,332083.0,-18258.0,683618.0,382535.0,-8388608.0
34.183,1269471.0,1272921.0,86469.0,332083.0,-18258.0,683618.0,382535.0,-8388608.0
34.185,1232313.0,1129787.0,363141.0,535699.0,-18571.0,693472.0,-1856.0,-8388608.0
34.187,1232313.0,1129787.0,363141.0,535699.0,-18571.0,693472.0,-1856.0,-8388608.0
34.189,1246584.0,1130960.0,353782.0,552514.0,-18592.0,683254.0,-3146.0,-8388608.0
34.191,1246584.0,1130960.0,353782.0,552514.0,-18592.0,683254.0,-3146.0,-8388608.0
34.193,1251125.0,1183416.0,292173.0,466164.0,-17961.0,665524.0,103836.0,-8388608.0
34.195,1251125.0,1183416.0,292173.0,466164.0,-17961.0,665524.0,103836.0,-8388608.0
34.197,1205850.0,1144502.0,297508.0,469210.0,-18321.0,696627.0,57621.0,-8388608.0
34.209,1238829.0,1118686.0,363124.0,462231.0,-18386.0,672368.0,50193.0,-8388608.0
34.211,1238829.0,1118686.0,363124.0,462231.0,-18386.0,672368.0,50193.0,-8388608.0
34.213,1230821.0,1123518.0,373940.0,504866.0,-19094.0,662836.0,53895.0,-8388608.0
34.215,1230821.0,1123518.0,373940.0,504866.0,-19094.0,662836.0,53895.0,-8388608.0
34.217,1201146.0,1128858.0,375339.0,533686.0,-17514.0,621898.0,-8700.0,-8388608.0
34.219,1201146.0,1128858.0,375339.0,533686.0,-17514.0,621898.0,-8700.0,-8388608.0
34.221,1191479.0,1107639.0,337764.0,491320.0,-16935.0,644660.0,-12342.0,-8388608.0
34.223,1191479.0,1107639.0,337764.0,491320.0,-16935.0,644660.0,-12342.0,-8388608.0
34.225,1151361.0,1100486.0,284471.0,419447.0,-17794.0,695333.0,-10847.0,-8388608.0
34.227,1151361.0,1100486.0,284471.0,419447.0,-17794.0,695333.0,-10847.0,-8388608.0
34.229,1158109.0,1101344.0,266935.0,400651.0,-17867.0,694440.0,-11487.0,-8388608.0
34.231,1158109.0,1101344.0,266935.0,400651.0,-17867.0,694440.0,-11487.0,-8388608.0
34.233,1152894.0,1088410.0,272934.0,390829.0,-17766.0,709363.0,-11128.0,-8388608.0
34.245,1292857.0,1303619.0,-15026.0,248398.0,-18085.0,676574.0,527311.0,-8388608.0
34.247,1292857.0,1303619.0,-15026.0,248398.0,-18085.0,676574.0,527311.0,-8388608.0
34.249,1236613.0,1142640.0,340599.0,489809.0,-17674.0,658391.0,90094.0,-8388608.0
34.251,1236613.0,1142640.0,340599.0,489809.0,-17674.0,658391.0,90094.0,-8388608.0
34.253,1223683.0,1131084.0,383934.0,519211.0,-17222.0,696981.0,-13506.0,-8388608.0
34.255,1223683.0,1131084.0,383934.0,519211.0,-17222.0,696981.0,-13506.0,-8388608.0
34.257,1255473.0,1137485.0,377826.0,544423.0,-17870.0,651254.0,2546.0,-8388608.0
34.259,1255473.0,1137485.0,377826.0,544423.0,-17870.0,651254.0,2546.0,-8388608.0
34.261,1267161.0,1142668.0,347243.0,487432.0,-18803.0,616911.0,60668.0,-8388608.0
34.263,1267161.0,1142668.0,347243.0,487432.0,-18803.0,616911.0,60668.0,-8388608.0
34.265,1246426.0,1114214.0,376193.0,470438.0,-17964.0,639644.0,3910.0,-8388608.0
34.267,1246426.0,1114214.0,376193.0,470438.0,-17964.0,639644.0,3910.0,-8388608.0
34.269,1213978.0,1118109.0,368469.0,472150.0,-18051.0,641029.0,-9059.0,-8388608.0
34.281,1222283.0,1113668.0,336504.0,517209.0,-17024.0,684842.0,-636.0,-8388608.0
34.283,1222283.0,1113668.0,336504.0,517209.0,-17024.0,684842.0,-636.0,-8388608.0
34.285,1183863.0,1100797.0,306534.0,458682.0,-18463.0,697381.0,-11972.0,-8388608.0
34.287,1183863.0,1100797.0,306534.0,458682.0,-18463.0,697381.0,-11972.0,-8388608.0
34.289,1184692.0,1093957.0,274726.0,422098.0,-18838.0,696594.0,-11291.0,-8388608.0
34.291,1184692.0,1093957.0,274726.0,422098.0,-18838.0,696594.0,-11291.0,-8388608.0
34.293,1207003.0,1119743.0,251674.0,420621.0,-17798.0,673376.0,-3858.0,-8388608.0
34.295,1207003.0,1119743.0,251674.0,420621.0,-17798.0,673376.0,-3858.0,-8388608.0
34.297,1192075.0,1117495.0,267011.0,429565.0,-17784.0,665751.0,-8958.0,-8388608.0
34.299,1192075.0,1117495.0,267011.0,429565.0,-17784.0,665751.0,-8958.0,-8388608.0
34.301,1152456.0,1096824.0,295109.0,437708.0,-18523.0,656288.0,-12762.0,-8388608.0
34.303,1152456.0,1096824.0,295109.0,437708.0,-18523.0,656288.0,-12762.0,-8388608.0
34.305,1172133.0,1107313.0,288498.0,424061.0,-18389.0,682282.0,-10614.0,-8388608.0
34.317,1233530.0,1205344.0,233838.0,402500.0,-18505.0,690747.0,-8134.0,-8388608.0
34.319,1233530.0,1205344.0,233838.0,402500.0,-18505.0,690747.0,-8134.0,-8388608.0
34.321,1222678.0,1153129.0,350461.0,499804.0,-19062.0,667949.0,-9921.0,-8388608.0
34.323,1222678.0,1153129.0,350461.0,499804.0,-19062.0,667949.0,-9921.0,-8388608.0
34.325,1204718.0,1129248.0,381692.0,517509.0,-19065.0,670514.0,28453.0,-8388608.0
34.327,1204718.0,1129248.0,381692.0,517509.0,-19065.0,670514.0,28453.0,-8388608.0
34.329,1207487.0,1131904.0,364130.0,487274.0,-18827.0,679781.0,54764.0,-8388608.0
34.331,1207487.0,1131904.0,364130.0,487274.0,-18827.0,679781.0,54764.0,-8388608.0
34.333,1205726.0,1111651.0,362608.0,501348.0,-19127.0,641069.0,-6019.0,-8388608.0
34.335,1205726.0,1111651.0,362608.0,501348.0,-19127.0,641069.0,-6019.0,-8388608.0
34.337,1203916.0,1088949.0,331912.0,467049.0,-18232.0,627250.0,-10772.0,-8388608.0
34.339,1203916.0,1088949.0,331912.0,467049.0,-18232.0,627250.0,-10772.0,-8388608.0
34.341,1195728.0,1098253.0,298124.0,446206.0,-17807.0,641733.0,-11619.0,-8388608.0
34.353,1170016.0,1111408.0,270223.0,441630.0,-16819.0,680928.0,629.0,-8388608.0
34.355,1170016.0,1111408.0,270223.0,441630.0,-16819.0,680928.0,629.0,-8388608.0
34.357,1328320.0,1363381.0,2731.0,445388.0,-17161.0,665753.0,311071.0,-8388608.0
34.359,1328320.0,1363381.0,2731.0,445388.0,-17161.0,665753.0,311071.0,-8388608.0
34.361,1343397.0,1362973.0,-57895.0,418928.0,-16801.0,668208.0,595566.0,-8388608.0
34.363,1343397.0,1362973.0,-57895.0,418928.0,-16801.0,668208.0,595566.0,-8388608.0
34.365,1235491.0,1148631.0,313313.0,486666.0,-18339.0,644144.0,119654.0,-8388608.0
34.367,1235491.0,1148631.0,313313.0,486666.0,-18339.0,644144.0,119654.0,-8388608.0
34.369,1229214.0,1120693.0,377079.0,495431.0,-18673.0,648394.0,-8484.0,-8388608.0
34.371,1229214.0,1120693.0,377079.0,495431.0,-18673.0,648394.0,-8484.0,-8388608.0
34.373,1236781.0,1146331.0,342803.0,479862.0,-17153.0,680643.0,1060.0,-8388608.0
34.375,1236781.0,1146331.0,342803.0,479862.0,-17153.0,680643.0,1060.0,-8388608.0
34.377,1244830.0,1180409.0,295217.0,461376.0,-18184.0,659795.0,97982.0,-8388608.0
34.389,1214311.0,1123718.0,416990.0,551427.0,-18226.0,621004.0,-11818.0,-8388608.0
34.391,1214311.0,1123718.0,416990.0,551427.0,-18226.0,621004.0,-11818.0,-8388608.0
34.393,1246118.0,1118610.0,382485.0,527923.0,-18487.0,639041.0,22947.0,-8388608.0
34.395,1246118.0,1118610.0,382485.0,527923.0,-18487.0,639041.0,22947.0,-8388608.0
34.397,1246341.0,1131573.0,364064.0,519865.0,-18364.0,636490.0,11412.0,-8388608.0
34.399,1246341.0,1131573.0,364064.0,519865.0,-18364.0,636490.0,11412.0,-8388608.0
34.401,1251898.0,1105658.0,335553.0,459943.0,-18119.0,650171.0,-13078.0,-8388608.0
34.403,1251898.0,1105658.0,335553.0,459943.0,-18119.0,650171.0,-13078.0,-8388608.0
34.405,1222744.0,1095482.0,270149.0,422271.0,-18237.0,672884.0,-13849.0,-8388608.0
34.407,1222744.0,1095482.0,270149.0,422271.0,-18237.0,672884.0,-13849.0,-8388608.0
34.409,1177883.0,1102054.0,256548.0,413337.0,-18694.0,671631.0,-8951.0,-8388608.0
34.411,1177883.0,1102054.0,256548.0,413337.0,-18694.0,671631.0,-8951.0,-8388608.0
34.413,1161979.0,1121002.0,263925.0,414118.0,-17604.0,653110.0,-6464.0,-8388608.0
34.425,1220876.0,1183328.0,227472.0,372381.0,-17447.0,715354.0,70401.0,-8388608.0
34.427,1365509.0,1379421.0,-78728.0,230139.0,-16986.0,688515.0,436716.0,-8388608.0
34.429,1365509.0,1379421.0,-78728.0,230139.0,-16986.0,688515.0,436716.0,-8388608.0
34.431,1282061.0,1206909.0,215598.0,432032.0,-17670.0,650253.0,120154.0,-8388608.0
34.433,1282061.0,1206909.0,215598.0,432032.0,-17670.0,650253.0,120154.0,-8388608.0
34.435,1234030.0,1125669.0,368727.0,509014.0,-18158.0,661542.0,-10645.0,-8388608.0
34.437,1234030.0,1125669.0,368727.0,509014.0,-18158.0,661542.0,-10645.0,-8388608.0
34.439,1225299.0,1149531.0,309160.0,496497.0,-17952.0,637273.0,30631.0,-8388608.0
34.441,1225299.0,1149531.0,309160.0,496497.0,-17952.0,637273.0,30631.0,-8388608.0
34.443,1195107.0,1161773.0,309548.0,481248.0,-18161.0,663660.0,98579.0,-8388608.0
34.445,1195107.0,1161773.0,309548.0,481248.0,-18161.0,663660.0,98579.0,-8388608.0
34.447,1191527.0,1114528.0,357904.0,538474.0,-18423.0,658488.0,4656.0,-8388608.0
34.449,1191527.0,1114528.0,357904.0,538474.0,-18423.0,658488.0,4656.0,-8388608.0
34.461,1224092.0,1124396.0,280193.0,457646.0,-18301.0,674491.0,56559.0,-8388608.0
34.463,1196666.0,1085886.0,299711.0,401832.0,-18107.0,687095.0,-4049.0,-8388608.0
34.465,1196666.0,1085886.0,299711.0,401832.0,-18107.0,687095.0,-4049.0,-8388608.0
34.467,1198696.0,1101447.0,273191.0,415844.0,-17659.0,683001.0,-11864.0,-8388608.0
34.469,1198696.0,1101447.0,273191.0,415844.0,-17659.0,683001.0,-11864.0,-8388608.0
34.471,1189744.0,1116306.0,262990.0,413967.0,-17686.0,708564.0,-5123.0,-8388608.0
34.473,1189744.0,1116306.0,262990.0,413967.0,-17686.0,708564.0,-5123.0,-8388608.0
34.475,1208496.0,1171169.0,214653.0,364061.0,-16661.0,699007.0,57098.0,-8388608.0
34.477,1208496.0,1171169.0,214653.0,364061.0,-16661.0,699007.0,57098.0,-8388608.0
34.479,1268889.0,1243708.0,135961.0,399793.0,-18746.0,643293.0,105990.0,-8388608.0
34.481,1268889.0,1243708.0,135961.0,399793.0,-18746.0,643293.0,105990.0,-8388608.0
34.483,1217058.0,1128840.0,351093.0,502771.0,-19258.0,663054.0,-2064.0,-8388608.0
34.485,1217058.0,1128840.0,351093.0,502771.0,-19258.0,663054.0,-2064.0,-8388608.0
34.497,1241529.0,1202891.0,302534.0,418200.0,-19549.0,647874.0,119928.0,-8388608.0
34.499,1225441.0,1138203.0,408993.0,542751.0,-18725.0,643926.0,-8524.0,-8388608.0
34.501,1225441.0,1138203.0,408993.0,542751.0,-18725.0,643926.0,-8524.0,-8388608.0
34.503,1215643.0,1127332.0,395069.0,522785.0,-18434.0,660112.0,-14156.0,-8388608.0
34.505,1215643.0,1127332.0,395069.0,522785.0,-18434.0,660112.0,-14156.0,-8388608.0
34.507,1214174.0,1127704.0,343957.0,488092.0,-17946.0,663113.0,18765.0,-8388608.0
34.509,1214174.0,1127704.0,343957.0,488092.0,-17946.0,663113.0,18765.0,-8388608.0
34.511,1233471.0,1121421.0,349024.0,469817.0,-18377.0,651021.0,22308.0,-8388608.0
34.513,1233471.0,1121421.0,349024.0,469817.0,-18377.0,651021.0,22308.0,-8388608.0
34.515,1250647.0,1112296.0,380983.0,482926.0,-19192.0,652359.0,-12199.0,-8388608.0
34.517,1250647.0,1112296.0,380983.0,482926.0,-19192.0,652359.0,-12199.0,-8388608.0
34.519,1208123.0,1113234.0,334191.0,449401.0,-18989.0,668029.0,-13044.0,-8388608.0
34.521,1208123.0,1113234.0,334191.0,449401.0,-18989.0,668029.0,-13044.0,-8388608.0
34.533,1150776.0,1098252.0,273749.0,397626.0,-18366.0,677062.0,-11491.0,-8388608.0
34.535,1193084.0,1108000.0,304703.0,432392.0,-18182.0,703035.0,-13249.0,-8388608.0
34.537,1193084.0,1108000.0,304703.0,432392.0,-18182.0,703035.0,-13249.0,-8388608.0
34.539,1231029.0,1162215.0,243828.0,396049.0,-18486.0,709941.0,51660.0,-8388608.0
34.541,1231029.0,1162215.0,243828.0,396049.0,-18486.0,709941.0,51660.0,-8388608.0
34.543,1292489.0,1322614.0,40922.0,261462.0,-18310.0,678778.0,336476.0,-8388608.0
34.545,1292489.0,1322614.0,40922.0,261462.0,-18310.0,678778.0,336476.0,-8388608.0
34.547,1234318.0,1184123.0,238868.0,404519.0,-19148.0,683544.0,93403.0,-8388608.0
34.549,1234318.0,1184123.0,238868.0,404519.0,-19148.0,683544.0,93403.0,-8388608.0
34.551,1253901.0,1118850.0,357515.0,489374.0,-17921.0,709836.0,-10147.0,-8388608.0
34.553,1253901.0,1118850.0,357515.0,489374.0,-17921.0,709836.0,-10147.0,-8388608.0
34.555,1245761.0,1157625.0,332893.0,472482.0,-18015.0,681543.0,21513.0,-8388608.0
34.557,1245761.0,1157625.0,332893.0,472482.0,-18015.0,681543.0,21513.0,-8388608.0
34.569,1244488.0,1130068.0,403979.0,508477.0,-19501.0,661857.0,-12602.0,-8388608.0
34.571,1225633.0,1121889.0,386153.0,534437.0,-19516.0,667217.0,-9760.0,-8388608.0
34.573,1225633.0,1121889.0,386153.0,534437.0,-19516.0,667217.0,-9760.0,-8388608.0
34.575,1237664.0,1121319.0,372253.0,537437.0,-18966.0,656855.0,18403.0,-8388608.0
34.577,1237664.0,1121319.0,372253.0,537437.0,-18966.0,656855.0,18403.0,-8388608.0
34.579,1229591.0,1113503.0,337776.0,488790.0,-18498.0,656204.0,1662.0,-8388608.0
34.581,1229591.0,1113503.0,337776.0,488790.0,-18498.0,656204.0,1662.0,-8388608.0
34.583,1196276.0,1100142.0,303578.0,428856.0,-18207.0,662723.0,-13725.0,-8388608.0
34.585,1196276.0,1100142.0,303578.0,428856.0,-18207.0,662723.0,-13725.0,-8388608.0
34.587,1158008.0,1103077.0,310688.0,418025.0,-16979.0,726412.0,-8260.0,-8388608.0
34.589,1158008.0,1103077.0,310688.0,418025.0,-16979.0,726412.0,-8260.0,-8388608.0
34.591,1178796.0,1135336.0,259130.0,385087.0,-18219.0,713308.0,-782.0,-8388608.0
34.593,1178796.0,1135336.0,259130.0,385087.0,-18219.0,713308.0,-782.0,-8388608.0
34.605,1234001.0,1196195.0,210264.0,415723.0,-18729.0,660186.0,77434.0,-8388608.0
34.607,1405936.0,1491314.0,-184924.0,288850.0,-18395.0,633213.0,645805.0,-8388608.0
34.609,1405936.0,1491314.0,-184924.0,288850.0,-18395.0,633213.0,645805.0,-8388608.0
34.611,1295763.0,1280358.0,65281.0,313128.0,-18102.0,660723.0,578841.0,-8388608.0
34.613,1295763.0,1280358.0,65281.0,313128.0,-18102.0,660723.0,578841.0,-8388608.0
34.615,1207338.0,1129485.0,347861.0,472567.0,-17975.0,662703.0,45248.0,-8388608.0
34.617,1207338.0,1129485.0,347861.0,472567.0,-17975.0,662703.0,45248.0,-8388608.0
34.619,1201083.0,1121936.0,373109.0,444256.0,-19154.0,709897.0,-11185.0,-8388608.0
34.621,1201083.0,1121936.0,373109.0,444256.0,-19154.0,709897.0,-11185.0,-8388608.0
34.623,1240272.0,1151720.0,324189.0,462061.0,-17962.0,666218.0,48340.0,-8388608.0
34.625,1240272.0,1151720.0,324189.0,462061.0,-17962.0,666218.0,48340.0,-8388608.0
34.627,1261893.0,1162690.0,301141.0,512561.0,-16629.0,660273.0,97919.0,-8388608.0
34.629,1261893.0,1162690.0,301141.0,512561.0,-16629.0,660273.0,97919.0,-8388608.0
34.641,1236335.0,1115206.0,365294.0,483974.0,-17682.0,703840.0,-12322.0,-8388608.0
34.643,1176618.0,1100500.0,297116.0,423839.0,-17686.0,720530.0,-13411.0,-8388608.0
34.645,1176618.0,1100500.0,297116.0,423839.0,-17686.0,720530.0,-13411.0,-8388608.0
34.647,1163283.0,1087988.0,274278.0,436009.0,-18570.0,702545.0,-15367.0,-8388608.0
34.649,1163283.0,1087988.0,274278.0,436009.0,-18570.0,702545.0,-15367.0,-8388608.0
34.651,1190149.0,1100097.0,292374.0,463321.0,-19220.0,701069.0,-12783.0,-8388608.0
34.653,1190149.0,1100097.0,292374.0,463321.0,-19220.0,701069.0,-12783.0,-8388608.0
34.655,1228768.0,1172531.0,244188.0,429905.0,-18279.0,686917.0,53249.0,-8388608.0
34.657,1228768.0,1172531.0,244188.0,429905.0,-18279.0,686917.0,53249.0,-8388608.0
34.659,1333406.0,1354105.0,5166.0,250391.0,-18309.0,677456.0,317398.0,-8388608.0
34.661,1333406.0,1354105.0,5166.0,250391.0,-18309.0,677456.0,317398.0,-8388608.0
34.663,1261931.0,1198928.0,185895.0,345376.0,-17908.0,661991.0,89311.0,-8388608.0
34.665,1261931.0,1198928.0,185895.0,345376.0,-17908.0,661991.0,89311.0,-8388608.0
34.677,1264157.0,1265566.0,133524.0,274257.0,-19383.0,641148.0,237008.0,-8388608.0
34.679,1225339.0,1172634.0,310914.0,455481.0,-18384.0,620694.0,116545.0,-8388608.0
34.681,1225339.0,1172634.0,310914.0,455481.0,-18384.0,620694.0,116545.0,-8388608.0
34.683,1212041.0,1114507.0,386326.0,478553.0,-19018.0,642861.0,-11178.0,-8388608.0
34.685,1212041.0,1114507.0,386326.0,478553.0,-19018.0,642861.0,-11178.0,-8388608.0
34.687,1220137.0,1133863.0,376900.0,487835.0,-18875.0,655521.0,-13183.0,-8388608.0
34.689,1220137.0,1133863.0,376900.0,487835.0,-18875.0,655521.0,-13183.0,-8388608.0
34.691,1221630.0,1134347.0,363088.0,496834.0,-18740.0,694295.0,-661.0,-8388608.0
34.693,1221630.0,1134347.0,363088.0,496834.0,-18740.0,694295.0,-661.0,-8388608.0
34.695,1206174.0,1134647.0,344161.0,472026.0,-18136.0,660479.0,-3701.0,-8388608.0
34.697,1206174.0,1134647.0,344161.0,472026.0,-18136.0,660479.0,-3701.0,-8388608.0
34.699,1178918.0,1118868.0,351335.0,494156.0,-18044.0,635958.0,-12747.0,-8388608.0
34.701,1178918.0,1118868.0,351335.0,494156.0,-18044.0,635958.0,-12747.0,-8388608.0
34.713,1205033.0,1115423.0,275184.0,402730.0,-18341.0,697313.0,-6782.0,-8388608.0
34.715,1193117.0,1105294.0,308493.0,450868.0,-18229.0,703595.0,-12964.0,-8388608.0
34.717,1193117.0,1105294.0,308493.0,450868.0,-18229.0,703595.0,-12964.0,-8388608.0
34.719,1199844.0,1129379.0,264386.0,452492.0,-17426.0,652143.0,915.0,-8388608.0
34.721,1199844.0,1129379.0,264386.0,452492.0,-17426.0,652143.0,915.0,-8388608.0
34.723,1302401.0,1326567.0,-5524.0,331039.0,-17121.0,641419.0,168506.0,-8388608.0
34.725,1302401.0,1326567.0,-5524.0,331039.0,-17121.0,641419.0,168506.0,-8388608.0
34.727,1253218.0,1265396.0,119546.0,327108.0,-16877.0,691584.0,212022.0,-8388608.0
34.729,1253218.0,1265396.0,119546.0,327108.0,-16877.0,691584.0,212022.0,-8388608.0
34.731,1229474.0,1141406.0,337596.0,474921.0,-18145.0,699556.0,12493.0,-8388608.0
34.733,1229474.0,1141406.0,337596.0,474921.0,-18145.0,699556.0,12493.0,-8388608.0
34.735,1245164.0,1135998.0,356496.0,489813.0,-18308.0,680271.0,-8572.0,-8388608.0
34.737,1245164.0,1135998.0,356496.0,489813.0,-18308.0,680271.0,-8572.0,-8388608.0
34.749,1247876.0,1144376.0,397228.0,506966.0,-18037.0,694898.0,25546.0,-8388608.0
34.751,1253092.0,1137350.0,402262.0,493231.0,-18472.0,664092.0,-11297.0,-8388608.0
34.753,1253092.0,1137350.0,402262.0,493231.0,-18472.0,664092.0,-11297.0,-8388608.0
34.755,1234780.0,1125626.0,379459.0,494308.0,-18676.0,672208.0,-7892.0,-8388608.0
34.757,1234780.0,1125626.0,379459.0,494308.0,-18676.0,672208.0,-7892.0,-8388608.0
34.759,1205252.0,1126883.0,342148.0,480953.0,-17042.0,690868.0,11259.0,-8388608.0
34.761,1205252.0,1126883.0,342148.0,480953.0,-17042.0,690868.0,11259.0,-8388608.0
34.763,1165688.0,1088373.0,308540.0,442384.0,-18821.0,674538.0,-8437.0,-8388608.0
34.765,1165688.0,1088373.0,308540.0,442384.0,-18821.0,674538.0,-8437.0,-8388608.0
34.767,1158231.0,1093381.0,316223.0,424838.0,-19679.0,698735.0,-9508.0,-8388608.0
34.769,1158231.0,1093381.0,316223.0,424838.0,-19679.0,698735.0,-9508.0,-8388608.0
34.771,1220164.0,1221609.0,165566.0,341954.0,-18594.0,705211.0,40047.0,-8388608.0
34.773,1220164.0,1221609.0,165566.0,341954.0,-18594.0,705211.0,40047.0,-8388608.0
34.785,1242486.0,1145428.0,375289.0,480010.0,-18620.0,634961.0,-2857.0,-8388608.0
34.787,1229856.0,1135380.0,396244.0,495382.0,-17977.0,650245.0,-12422.0,-8388608.0
34.789,1229856.0,1135380.0,396244.0,495382.0,-17977.0,650245.0,-12422.0,-8388608.0
34.791,1263031.0,1121826.0,376485.0,527324.0,-17027.0,665036.0,33889.0,-8388608.0
34.793,1263031.0,1121826.0,376485.0,527324.0,-17027.0,665036.0,33889.0,-8388608.0
34.795,1235646.0,1121339.0,367791.0,510918.0,-17859.0,666688.0,26002.0,-8388608.0
34.797,1235646.0,1121339.0,367791.0,510918.0,-17859.0,666688.0,26002.0,-8388608.0
34.799,1211184.0,1124581.0,398473.0,497299.0,-19434.0,676841.0,-13019.0,-8388608.0
34.801,1211184.0,1124581.0,398473.0,497299.0,-19434.0,676841.0,-13019.0,-8388608.0
34.803,1213549.0,1134176.0,396153.0,547516.0,-18170.0,660327.0,-11949.0,-8388608.0
34.805,1213549.0,1134176.0,396153.0,547516.0,-18170.0,660327.0,-11949.0,-8388608.0
34.807,1253197.0,1130526.0,356358.0,535253.0,-17356.0,679493.0,11033.0,-8388608.0
34.809,1253197.0,1130526.0,356358.0,535253.0,-17356.0,679493.0,11033.0,-8388608.0
34.827,1123644.0,1107548.0,276681.0,413348.0,-18866.0,657622.0,-12162.0,-8388608.0
34.829,1123644.0,1107548.0,276681.0,413348.0,-18866.0,657622.0,-12162.0,-8388608.0
34.831,1132024.0,1085636.0,280048.0,439748.0,-17371.0,643921.0,-10950.0,-8388608.0
34.833,1132024.0,1085636.0,280048.0,439748.0,-17371.0,643921.0,-10950.0,-8388608.0
34.835,1157111.0,1082618.0,293682.0,471372.0,-18656.0,659782.0,-10704.0,-8388608.0
34.837,1157111.0,1082618.0,293682.0,471372.0,-18656.0,659782.0,-10704.0,-8388608.0
34.839,1207161.0,1128775.0,262644.0,412214.0,-18640.0,677323.0,690.0,-8388608.0
34.841,1207161.0,1128775.0,262644.0,412214.0,-18640.0,677323.0,690.0,-8388608.0
34.843,1183639.0,1142324.0,260116.0,400819.0,-18780.0,670716.0,30099.0,-8388608.0
34.845,1183639.0,1142324.0,260116.0,400819.0,-18780.0,670716.0,30099.0,-8388608.0
34.857,1239861.0,1219797.0,184830.0,302233.0,-17324.0,662021.0,157130.0,-8388608.0
34.859,1413116.0,1498823.0,-223936.0,47634.0,-16785.0,642153.0,926263.0,-8388608.0
34.861,1413116.0,1498823.0,-223936.0,47634.0,-16785.0,642153.0,926263.0,-8388608.0
34.863,1255811.0,1231688.0,178641.0,355431.0,-18500.0,644914.0,479260.0,-8388608.0
34.865,1255811.0,1231688.0,178641.0,355431.0,-18500.0,644914.0,479260.0,-8388608.0
34.867,1243643.0,1111450.0,388844.0,457499.0,-17876.0,647996.0,3366.0,-8388608.0
34.869,1243643.0,1111450.0,388844.0,457499.0,-17876.0,647996.0,3366.0,-8388608.0
34.871,1241510.0,1130742.0,371326.0,478329.0,-17129.0,660408.0,-2412.0,-8388608.0
34.873,1241510.0,1130742.0,371326.0,478329.0,-17129.0,660408.0,-2412.0,-8388608.0
34.875,1202769.0,1132774.0,323099.0,437968.0,-17662.0,684796.0,6804.0,-8388608.0
34.877,1202769.0,1132774.0,323099.0,437968.0,-17662.0,684796.0,6804.0,-8388608.0
34.879,1183316.0,1097985.0,305906.0,455226.0,-17146.0,686826.0,-10983.0,-8388608.0
34.881,1183316.0,1097985.0,305906.0,455226.0,-17146.0,686826.0,-10983.0,-8388608.0
34.893,1187204.0,1168818.0,248706.0,357883.0,-18484.0,661793.0,81749.0,-8388608.0
34.895,1273213.0,1284963.0,60774.0,340524.0,-18386.0,643824.0,227289.0,-8388608.0
34.897,1273213.0,1284963.0,60774.0,340524.0,-18386.0,643824.0,227289.0,-8388608.0
34.899,1246857.0,1185721.0,263384.0,437049.0,-17189.0,644323.0,47060.0,-8388608.0
34.901,1246857.0,1185721.0,263384.0,437049.0,-17189.0,644323.0,47060.0,-8388608.0
34.903,1209916.0,1121838.0,340563.0,477227.0,-16874.0,630448.0,-9058.0,-8388608.0
34.905,1209916.0,1121838.0,340563.0,477227.0,-16874.0,630448.0,-9058.0,-8388608.0
34.907,1229554.0,1155438.0,308446.0,470187.0,-18298.0,614899.0,87951.0,-8388608.0
34.909,1229554.0,1155438.0,308446.0,470187.0,-18298.0,614899.0,87951.0,-8388608.0
34.911,1194779.0,1165112.0,293046.0,457316.0,-18899.0,656228.0,136645.0,-8388608.0
34.913,1194779.0,1165112.0,293046.0,457316.0,-18899.0,656228.0,136645.0,-8388608.0
34.915,1187265.0,1107793.0,322029.0,488489.0,-17716.0,643871.0,-303.0,-8388608.0
34.917,1187265.0,1107793.0,322029.0,488489.0,-17716.0,643871.0,-303.0,-8388608.0
34.929,1277092.0,1157610.0,300554.0,493305.0,-17741.0,608356.0,254661.0,-8388608.0
34.931,1261860.0,1128489.0,385782.0,501406.0,-16001.0,606918.0,20833.0,-8388608.0
34.933,1261860.0,1128489.0,385782.0,501406.0,-16001.0,606918.0,20833.0,-8388608.0
34.935,1225161.0,1115717.0,404637.0,476116.0,-18596.0,664427.0,-12281.0,-8388608.0
34.937,1225161.0,1115717.0,404637.0,476116.0,-18596.0,664427.0,-12281.0,-8388608.0
34.939,1222472.0,1108101.0,364063.0,453707.0,-17467.0,669975.0,-12357.0,-8388608.0
34.941,1222472.0,1108101.0,364063.0,453707.0,-17467.0,669975.0,-12357.0,-8388608.0
34.943,1181693.0,1095906.0,311470.0,410683.0,-17725.0,662773.0,-12273.0,-8388608.0
34.945,1181693.0,1095906.0,311470.0,410683.0,-17725.0,662773.0,-12273.0,-8388608.0
34.947,1153458.0,1086379.0,291762.0,418656.0,-18783.0,683287.0,-12749.0,-8388608.0
34.949,1153458.0,1086379.0,291762.0,418656.0,-18783.0,683287.0,-12749.0,-8388608.0
34.951,1154098.0,1088928.0,298659.0,425149.0,-18274.0,715871.0,-12529.0,-8388608.0
34.953,1154098.0,1088928.0,298659.0,425149.0,-18274.0,715871.0,-12529.0,-8388608.0
34.965,1186686.0,1139751.0,261993.0,372534.0,-18736.0,668764.0,23086.0,-8388608.0
