Sample index,Fp1,Fp2,C3,C4,P7,P8,O1,O2,Timestamp
28,5749.885,5748.905,5753.682,12623.948,13019.98,12497.484,13791.68,10500.242,55:52.0
29,2452.164,2447.958,2453.383,12623.902,12881.694,11833.886,13011.392,10496.493,55:52.1
30,4109.921,4108.645,4112.085,12623.952,14573.648,14458.192,15503.04,10508.266,55:52.3
31,5355.138,5353.387,5358.43,12623.935,14256.959,13462.335,14854.08,10496.762,55:52.4
32,2080.597,2076.541,2081.453,12623.908,8354.084,7503.14,8506.048,10499.943,55:52.6
33,4965.503,4964.664,4968.78,12623.959,8081.239,7945.559,9128.128,10507.645,55:52.8
34,4639.02,4636.289,4641.836,12623.921,10299.441,9340.977,10758.848,10494.361,55:52.9
35,2125.117,2121.527,2125.582,12623.919,11814.703,11231.023,12145.088,10503.628,55:53.1
36,5555.81,5555.404,5559.883,12623.959,14495.319,14314.071,15559.104,10505.467,55:53.2
37,3664.163,3660.714,3666.474,12623.909,12269.093,11191.077,12604.352,10493.637,55:53.4
38,2728.061,2725.243,2728.893,12623.934,14201.662,13846.078,14719.424,10506.464,55:53.6
39,5802.914,5802.136,10506.687,8278.456,5657.036,6275.232,4180.394,4177.272,55:53.7
40,2810.706,2806.598,2812.203,12623.903,9914.655,8803.359,10111.424,10495.104,55:54.0
41,3592.299,3590.278,3593.804,12623.947,13069.387,12864.331,13869.248,10508.2,55:54.0
42,5628.479,5627.267,5632.135,12623.942,9459.526,8799.558,10191.808,10498.404,55:54.2
43,2188.576,2200.684,2206.062,12623.904,7806.752,8954.144,10070.72,10497.978,55:54.4
44,4553.273,4554.347,4558.005,12623.956,10438.996,10569.044,11702.208,10508.174,55:54.5
45,12623.948,12727.884,12279.116,13595.584,10500.288,8861.876,3815.625,4112.544,55:54.8
46,1997.961,1993.82,1998.425,12623.912,9813.288,9063.208,10041.792,10501.556,55:54.8
47,5294.52,5293.924,5298.078,12623.96,13602.648,13450.072,14642.624,10506.958,55:54.9
48,4226.093,4255.869,4195.967,12623.915,11476.267,14636.075,16078.784,10493.881,55:55.1
49,2331.027,2331.984,2335.915,12623.926,6573.622,6636.854,7523.264,10505.064,55:55.2
50,5737.845,5738.008,5742.554,12623.957,12164.181,11946.325,13210.048,10504.141,55:55.4
51,3268.788,3264.956,3270.533,12623.905,9545.505,8476.961,9788.608,10493.901,55:55.6
52,3053.159,3050.856,3054.379,12623.94,12412.996,12155.204,13064.896,10507.453,55:55.7
53,5754.47,5753.746,5758.538,12623.949,11232.077,10724.173,12082.368,10500.576,55:55.9
54,2488.706,2484.572,2490.03,12623.902,16541.982,15556.126,16749.248,10496.149,55:56.0
55,2657.079,2628.033,12623.933,14507.325,14166.077,2459.584,10506.443,3428.553,55:56.1
56,5812.561,5812.014,5820.788,12623.954,8403.282,8000.082,9788.096,10502.291,55:56.3
57,10600.608,2866.572,2862.45,2868.41,12623.903,11888.927,10770.463,12096.96,55:56.4
58,2340.699,2337.162,2341.245,12623.926,10695.99,10184.758,11094.464,10505.111,55:56.6
59,5739.903,5739.367,5743.944,12623.957,11299.669,10958.421,12224.96,10503.867,55:56.7
60,3241.583,3270.519,3276.167,12623.905,12739.617,15832.353,438.976,10493.906,55:56.9
61,3060.528,3062.168,3065.762,12623.94,14304.324,14518.852,15503.552,10507.457,55:57.0
