Sample index,Fp1,Fp2,C3,C4,P7,P8,O1,O2,Timestamp
44,3690.347,3688.064,3693.164,12623.949,4087.885,3816.269,5129.664,10508.102,57:57.7
45,5719.149,5723.783,12623.955,3654.227,11758.163,12806.336,10502.724,13058.684,57:57.8
46,2910.39,2915.514,2919.068,12623.902,10452.51,10534.174,11566.016,10494.102,57:58.0
47,3306.795,3305.334,3310.181,12623.944,11084.36,10895.176,12150.208,10507.739,57:58.1
48,5633.647,5632.92,5571.406,12623.943,810.823,373.831,1271.488,10498.516,57:58.3
49,2157.979,2154.445,2158.393,12623.902,13534.494,12629.278,13720.768,10497.506,57:58.4
50,4438.854,4437.342,4442.229,12623.955,10969.171,10835.795,12084.416,10508.002,57:58.6
51,4958.032,4956.528,4960.323,12623.927,9924.663,9280.311,10193.344,10494.936,57:58.8
52,12623.901,12069.917,11095.069,12230.848,10496.212,7219.4,3811.546,10797.216,57:58.9
53,5244.543,5243.798,5248.861,12623.959,15510.615,15368.791,16538.048,10506.226,57:59.1
54,3993.565,3991.141,3994.781,12623.911,10149.159,9262.119,10247.616,10493.327,57:59.2
55,2390.413,2387.131,2391.614,12623.929,6396.729,5883.961,7089.344,10505.586,57:59.4
56,5743.516,5742.938,5747.51,12623.954,14188.882,13924.434,14958.016,10502.398,57:59.6
57,2861.658,2858.56,2862.123,12623.901,14133.277,13131.293,14169.536,10494.194,57:59.7
58,3403.98,3401.59,3406.4,12623.945,14381.129,14112.073,15360.96,10507.964,57:59.8
59,5602.609,5601.922,5605.961,12623.942,7299.142,6848.582,7752.896,10498.239,58:00.0
60,2073.455,2069.618,2073.635,12623.902,7958.046,6992.67,8094.912,10497.663,58:00.2
61,4508.564,4507.073,4512.094,12623.956,11436.116,11302.74,12529.088,10507.932,58:00.3
62,4883.603,4882.265,4885.829,12623.925,12543.029,11839.029,12735.168,10494.61,58:00.5
63,1925.75,1954.755,1959.01,12623.914,5464.874,8882.474,10066.624,10502.305,58:00.7
64,5408.43,5411.768,5416.78,12623.959,9133.655,9532.759,10653.376,10505.887,58:00.8
65,3839.889,3838.082,3841.406,12623.909,7316.773,6469.669,7425.728,10493.121,58:00.9
66,2478.967,2475.679,2480.204,12623.93,12359.482,11831.098,13072.32,10505.841,58:01.1
67,5731.779,5747.65,5752.196,12623.953,7038.545,8890.193,9851.84,10501.813,58:01.3
68,2681.983,2680.92,2684.563,12623.9,10763.292,10052.38,11111.872,10494.335,58:01.4
69,3454.577,3452.492,3457.395,12623.946,11625.29,11368.522,12692.416,10507.986,58:01.6
